training/grad/max,training/grad/min,training/grad/norm,training/high_actor/actor_loss,training/high_actor/adv,training/high_actor/bc_log_prob,training/high_actor/mse,training/high_actor/std,training/low_actor/actor_loss,training/low_actor/adv,training/low_actor/bc_log_prob,training/low_actor/mse,training/low_actor/std,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,validation/high_actor/actor_loss,validation/high_actor/adv,validation/high_actor/bc_log_prob,validation/high_actor/mse,validation/high_actor/std,validation/low_actor/actor_loss,validation/low_actor/adv,validation/low_actor/bc_log_prob,validation/low_actor/mse,validation/low_actor/std,validation/value/v_max,validation/value/v_mean,validation/value/v_min,validation/value/value_loss,time/epoch_time,time/total_time,step
19.756783,-22.76245,413.7494,648.1083,1.7101321,-9.551006,0.07232436,1.0,110.465164,0.8302715,-4.6225758,0.0111531485,1.0,0.16703904,-44.26873,-99.61751,4.8515115,690.5412,2.370216,-9.663807,0.09488433,1.0,112.4755,0.82732475,-4.631638,0.014778174,1.0,0.08964556,-43.25403,-99.58982,4.2782717,0.0037003408908843996,3095.1785941123962,695000
21.10507,-18.804243,235.5415,680.73895,2.0350015,-9.514765,0.06507592,1.0,109.12631,0.8659655,-4.620007,0.010125822,1.0,0.29638273,-45.04849,-99.348625,1.2201694,666.1123,1.8751638,-9.630104,0.08814392,1.0,106.08394,0.8674653,-4.6379128,0.017287968,1.0,0.19081831,-43.54683,-99.240265,2.6156468,0.003698465394973755,3113.6709237098694,700000
11.972734,-10.808392,176.85938,668.4696,1.9994996,-9.510678,0.064258635,1.0,106.2419,0.85245466,-4.6194434,0.009900385,1.0,0.3911753,-44.06701,-99.61104,0.7547852,667.2982,1.6548318,-9.6452265,0.0911682,1.0,105.05061,0.8680007,-4.6294475,0.013902063,1.0,0.1134205,-43.787613,-99.3771,3.08907,0.017625919151306152,3201.8005220890045,705000
4.253006,-4.0393744,106.392586,676.66327,1.8865482,-9.53198,0.068518795,1.0,96.96829,0.83403206,-4.624201,0.011803428,1.0,1.4759102,-45.643684,-99.3683,0.94250077,654.0288,1.529098,-9.623492,0.08682135,1.0,110.66903,0.83854234,-4.6317773,0.014833895,1.0,0.03335217,-43.399822,-99.37477,2.9475331,0.0036885212421417235,3220.2431316375732,710000
13.43639,-13.873275,176.35793,661.3965,1.5822858,-9.548191,0.07176114,1.0,108.34883,0.7923952,-4.6215534,0.010744368,1.0,0.7018362,-41.81401,-99.56145,1.2343516,686.62726,1.7856023,-9.659712,0.0940653,1.0,106.44824,0.789448,-4.635522,0.016331602,1.0,0.16475555,-43.81857,-99.48317,2.4943666,0.0036935543060302735,3238.710907936096,715000
5.0356016,-2.5979288,116.43591,662.41956,1.9185147,-9.582274,0.078577794,1.0,104.22035,0.851817,-4.6209707,0.010511104,1.0,0.069759175,-46.168682,-99.5544,1.0764358,690.949,2.096467,-9.656553,0.093433544,1.0,114.71127,0.8045538,-4.6322994,0.015042821,1.0,0.09239802,-45.342125,-99.48363,3.22669,0.0036912140846252443,3257.166981458664,720000
15.151354,-16.417992,218.76764,680.7539,1.8784244,-9.610532,0.08422931,1.0,103.591,0.836884,-4.6222863,0.011037402,1.0,0.09159676,-43.5791,-99.442215,1.6641448,691.2903,2.1411862,-9.616019,0.08532674,1.0,102.96551,0.8170754,-4.632947,0.015301895,1.0,0.064871505,-43.02211,-99.442,2.9591177,0.0036942845821380616,3275.638409614563,725000
8.3711605,-8.019979,155.95844,674.7844,1.9316615,-9.51894,0.06591094,1.0,108.751205,0.8412246,-4.619858,0.010066002,1.0,0.9112328,-44.36356,-99.34169,1.093957,668.5215,1.8200719,-9.7044935,0.10302156,1.0,112.25694,0.8500793,-4.6293945,0.013880822,1.0,0.12322852,-43.901054,-99.68086,2.7406158,0.003699583911895752,3294.1363322734833,730000
3.367859,-3.0347455,106.30847,673.58923,2.0378675,-9.546921,0.07150711,1.0,106.51878,0.8333285,-4.6204906,0.010319217,1.0,3.0452135,-42.840897,-99.56891,1.3494692,673.86414,1.893499,-9.620839,0.08629073,1.0,105.07664,0.8548758,-4.6338396,0.015658861,1.0,0.12301953,-43.126774,-99.3791,3.836069,0.0036954734325408936,3312.613706111908,735000
4.238049,-4.3140974,116.64818,667.1776,1.9318876,-9.519333,0.06598958,1.0,97.48895,0.84484375,-4.6212816,0.010635677,1.0,0.017871723,-46.328503,-99.39693,1.1600657,673.3556,1.8489294,-9.644692,0.09106143,1.0,103.14877,0.8911925,-4.636144,0.016580557,1.0,0.080601424,-43.939365,-99.40432,3.9656198,0.0036978015422821043,3331.1027166843414,740000
5.5228176,-7.036828,127.245155,678.0217,2.1175807,-9.524614,0.06704577,1.0,109.46178,0.8494834,-4.624978,0.012114175,1.0,0.14561369,-44.57962,-99.418144,1.0117471,655.6427,1.7581211,-9.645782,0.09127953,1.0,107.103424,0.77550405,-4.630766,0.014429405,1.0,0.10526036,-44.667725,-99.30954,2.5473857,0.0036957901954650877,3349.58167052269,745000
4.3870535,-4.455311,109.94072,647.412,1.9481964,-9.560282,0.07417935,1.0,104.056625,0.83680916,-4.621994,0.010920605,1.0,0.11379423,-42.734123,-99.81156,1.3291676,674.42834,1.8170075,-9.711208,0.104364626,1.0,111.67012,0.83348846,-4.632506,0.015125281,1.0,0.06951684,-42.66259,-99.33799,5.047592,0.003696153402328491,3368.0624408721924,750000
3.6417575,-3.9746308,111.788345,664.726,1.9270008,-9.507885,0.06369995,1.0,107.89194,0.84234345,-4.6251163,0.012169391,1.0,-0.0335995,-44.05509,-99.737175,0.82202005,655.6749,1.7226903,-9.725954,0.107313834,1.0,106.13182,0.8184571,-4.6294794,0.013914813,1.0,-0.011184014,-42.889763,-99.51675,3.0811796,0.003695651197433472,3386.5406999588013,755000
10.391182,-11.3698635,179.01102,655.8187,1.9417477,-9.553496,0.07282227,1.0,99.50496,0.8042232,-4.6206493,0.010382781,1.0,0.059375133,-43.20984,-99.4849,1.6503017,682.6555,1.7993487,-9.63558,0.089238875,1.0,103.76927,0.85404426,-4.6312013,0.014603413,1.0,0.11059496,-42.433098,-99.471725,2.3303664,0.0036974244594573974,3405.0278248786926,760000
3.7661016,-3.4047513,111.339516,687.5111,2.0836937,-9.528765,0.06787604,1.0,113.76358,0.8790385,-4.6206226,0.010371904,1.0,0.108401105,-44.789368,-99.490944,1.0047963,667.5421,2.0007985,-9.620373,0.08619758,1.0,120.05954,0.92827415,-4.629943,0.01410001,1.0,0.21292728,-44.111885,-99.41925,5.204562,0.0036948627471923828,3423.5021419525146,765000
10.162074,-10.752788,190.32285,669.54987,1.9593747,-9.477508,0.057624627,1.0,101.16498,0.7698766,-4.6199293,0.010094649,1.0,3.9812586,-46.342815,-99.97737,1.7812461,660.9851,1.793601,-9.662109,0.09454488,1.0,102.960304,0.79690075,-4.631569,0.0147505505,1.0,0.08598193,-45.58221,-99.60457,2.217509,0.003699096393585205,3441.997627019882,770000
4.74755,-3.7481506,125.52344,675.2532,2.16794,-9.488807,0.05988433,1.0,115.40249,0.847474,-4.6234612,0.011507554,1.0,0.21578494,-44.141663,-99.39962,1.0893669,677.24036,2.009277,-9.598089,0.081740685,1.0,125.22215,0.90750694,-4.632378,0.015074233,1.0,0.24910006,-43.670586,-99.28998,2.974414,0.0036979437351226806,3460.4873483181,775000
4.1618543,-4.801619,137.15565,672.8501,2.1311655,-9.576681,0.07745899,1.0,114.709015,0.8531926,-4.6227493,0.011222737,1.0,0.024107624,-43.815437,-99.90676,1.6020291,714.0742,2.438366,-9.615861,0.08529528,1.0,114.824814,0.9208962,-4.6335044,0.015524763,1.0,0.09860412,-45.340454,-99.53529,2.323134,0.0036970502853393553,3478.9726042747498,780000
3.8431425,-4.584138,140.3441,650.9281,1.9872769,-9.550295,0.072182015,1.0,115.86049,0.85358155,-4.620035,0.010137185,1.0,0.09953021,-43.572685,-99.446396,1.4396058,664.86884,1.8551097,-9.673532,0.096829146,1.0,118.956116,0.835781,-4.635769,0.016430447,1.0,0.08404282,-43.2808,-99.429924,3.432044,0.0037012716770172117,3497.47896528244,785000
4.774486,-5.3840303,138.07196,684.0592,1.8899944,-9.610886,0.084300146,1.0,118.13088,0.92622936,-4.620152,0.010183769,1.0,0.1442785,-41.932674,-99.28175,1.0083162,688.88574,2.0757923,-9.637195,0.08956192,1.0,107.68472,0.7328887,-4.635488,0.016318152,1.0,0.10430599,-43.820637,-99.289696,3.6802242,0.0036932114601135255,3515.9450249671936,790000
3.4787722,-3.621052,132.08247,686.88965,2.130457,-9.520543,0.066231556,1.0,98.172104,0.81040263,-4.620906,0.010485312,1.0,0.33102125,-44.39045,-99.5183,1.5020822,701.28687,2.1006253,-9.667463,0.09561577,1.0,111.58209,0.7402852,-4.6369133,0.016888363,1.0,0.2523318,-45.159172,-99.94122,3.5443912,0.003695246171951294,3534.4212584495544,795000
7.3736067,-4.249803,122.24825,656.91077,2.006511,-9.5073595,0.06359488,1.0,104.271706,0.8137532,-4.6222196,0.01101087,1.0,0.25589025,-43.805977,-99.31415,1.2103572,661.9684,1.6099474,-9.701628,0.10244872,1.0,106.56185,0.8020385,-4.6356964,0.016401399,1.0,0.21253383,-43.53118,-99.24856,3.8722606,0.003697317981719971,3552.907851457596,800000
21.768328,-23.226173,289.07275,683.10474,1.9744546,-9.557323,0.073587574,1.0,111.871,0.8730011,-4.6216435,0.010780342,1.0,0.0098590925,-41.83474,-99.34092,2.2759776,682.38403,2.0062594,-9.709644,0.10405183,1.0,124.096664,1.0039091,-4.6321774,0.014993973,1.0,0.008303251,-44.613186,-99.414894,3.9277072,0.018276003313064577,3644.287871360779,805000
9.411097,-6.426766,158.96652,671.4321,2.0370739,-9.477029,0.057528805,1.0,98.48862,0.7755685,-4.6216097,0.010766931,1.0,0.15477298,-43.176003,-99.44057,1.6456523,649.6154,1.7358944,-9.607185,0.08356002,1.0,101.962814,0.8781239,-4.634266,0.01582929,1.0,0.12812138,-42.58745,-99.25871,2.704827,0.0036864939212799073,3662.720343351364,810000
9.050407,-10.427264,174.74185,675.5294,1.8821882,-9.546178,0.071358524,1.0,101.66481,0.80698705,-4.620787,0.010437811,1.0,0.06869902,-44.815903,-99.213684,1.4399216,681.6133,2.1652622,-9.609283,0.0839796,1.0,110.43631,0.85928833,-4.634017,0.015729805,1.0,0.08525352,-43.245983,-99.07666,3.8856587,0.003692887115478516,3681.1847820281982,815000
9.550246,-5.0565567,128.60059,677.69916,2.215239,-9.494532,0.061029475,1.0,93.74518,0.7423607,-4.6196427,0.009980105,1.0,0.15382306,-44.730206,-99.372955,1.2581329,668.849,1.833504,-9.704634,0.10304971,1.0,102.664635,0.8975302,-4.632509,0.0151266605,1.0,0.10447636,-44.58435,-99.408714,4.357772,0.0036952008247375487,3699.660788297653,820000
6.636278,-6.919239,137.42041,646.5656,1.6554283,-9.490739,0.060270846,1.0,108.07159,0.8686491,-4.624072,0.011751796,1.0,0.117358565,-42.686356,-99.38443,1.5611444,674.1046,1.940833,-9.566856,0.07549412,1.0,101.241425,0.70963883,-4.6320276,0.014933914,1.0,0.13807207,-43.85439,-99.44608,3.9683704,0.003695985460281372,3718.1407186985016,825000
7.52749,-3.6540074,110.906525,671.61975,2.2219396,-9.469917,0.0561062,1.0,99.79225,0.7573501,-4.6178117,0.009247671,1.0,0.08494276,-44.4355,-99.3306,1.0516664,675.62415,2.2060575,-9.690769,0.10027685,1.0,95.209175,0.80451405,-4.633562,0.015547708,1.0,0.14808583,-42.86055,-99.43164,4.485258,0.00369661283493042,3736.6237852573395,830000
4.6590414,-5.029649,134.08267,678.8606,2.0571158,-9.552742,0.07267132,1.0,110.61305,0.810727,-4.6225295,0.011134818,1.0,0.12024387,-43.163105,-99.270966,1.9131854,672.65314,2.0275154,-9.680373,0.098197505,1.0,114.28456,0.8932965,-4.628001,0.013323488,1.0,0.081233054,-43.15895,-99.32509,3.7801983,0.0036985789775848387,3755.116682767868,835000
7.037144,-8.920224,164.6058,641.54767,1.7210484,-9.517948,0.06571267,1.0,112.126434,0.8460797,-4.621703,0.010804065,1.0,0.18551359,-42.6727,-99.605835,1.6627569,663.58606,1.9254272,-9.602861,0.08269523,1.0,116.78722,0.8228112,-4.62873,0.013614922,1.0,0.15815747,-42.59146,-99.50375,3.2565572,0.0037060351371765135,3773.6468620300293,840000
4.436223,-3.555057,132.51392,671.2016,2.0551367,-9.485445,0.059211966,1.0,106.94142,0.84421396,-4.6211634,0.010588464,1.0,0.08135053,-43.992256,-99.510345,1.4199009,688.5748,2.159689,-9.634287,0.08898046,1.0,104.092,0.807282,-4.631935,0.014897177,1.0,0.0631565,-43.598183,-99.591095,2.6438284,0.0037047269821166994,3792.1705000400543,845000
4.5865273,-6.585631,158.15894,659.8219,1.8010037,-9.514772,0.06507734,1.0,99.40508,0.8015901,-4.6185794,0.0095547605,1.0,0.26444176,-44.371445,-99.41992,1.5521014,688.572,2.3513246,-9.556534,0.073429845,1.0,94.71927,0.7996885,-4.634176,0.015793318,1.0,0.3986401,-42.489677,-99.33032,4.054863,0.0036967917919158936,3810.654461622238,850000
13.064177,-12.042607,167.4332,665.19055,2.0417972,-9.535423,0.06920748,1.0,106.96744,0.820238,-4.617531,0.009135201,1.0,0.509735,-43.578636,-99.53798,1.4287202,677.60254,2.2047226,-9.640335,0.09018989,1.0,103.821625,0.8186789,-4.636161,0.016587371,1.0,0.57004076,-44.039642,-99.39214,3.0116599,0.00369657678604126,3829.1373493671417,855000
3.837099,-7.140997,167.41959,664.5953,1.9540968,-9.532443,0.06861164,1.0,111.3893,0.7902149,-4.6213036,0.01064444,1.0,0.120158695,-43.88155,-99.14442,1.8122921,669.2918,1.9774613,-9.685406,0.09920426,1.0,115.68241,0.9399244,-4.630125,0.014173013,1.0,0.5093094,-45.295044,-99.313,4.985406,0.003697473955154419,3847.624722957611,860000
4.8750553,-5.148243,142.21814,663.0759,2.1608863,-9.507699,0.06366267,1.0,104.91408,0.8282954,-4.6218076,0.010845936,1.0,0.26711205,-45.942207,-99.335144,1.2233169,658.3982,1.6726112,-9.627555,0.08763396,1.0,106.921364,0.8243374,-4.631871,0.014871326,1.0,0.20888361,-43.2498,-99.40879,1.7970784,0.0036975512981414797,3866.112483739853,865000
8.527624,-8.712433,205.09082,652.0194,2.0707538,-9.530384,0.06819972,1.0,105.87548,0.86848766,-4.624135,0.011776835,1.0,0.07347788,-43.48761,-99.36174,1.4597476,668.09875,1.9332507,-9.616887,0.08550044,1.0,109.621506,0.7541647,-4.6336904,0.015599179,1.0,0.1584346,-44.560783,-99.26291,2.3902633,0.003696463108062744,3884.5948026180267,870000
4.5072227,-4.3301334,136.9254,656.33215,1.740062,-9.465931,0.055309113,1.0,94.51681,0.78598297,-4.62266,0.011186985,1.0,0.08691167,-45.14305,-99.43393,1.6476828,656.4359,1.7156376,-9.657148,0.09355251,1.0,110.25586,0.7824555,-4.6376305,0.017175084,1.0,0.060986415,-43.147667,-99.335396,3.2610493,0.0036973435401916506,3903.0815246105194,875000
8.756548,-12.394421,189.58119,656.6653,1.8612496,-9.532139,0.06855092,1.0,110.87294,0.84371597,-4.6209297,0.0104946755,1.0,0.2613871,-45.470737,-99.300865,1.7938557,663.448,2.0007992,-9.65296,0.092715,1.0,109.88771,0.811319,-4.6286907,0.013599384,1.0,0.1918247,-43.05944,-99.23673,4.2561965,0.003694626522064209,3921.554659843445,880000
6.1149287,-6.538497,138.37415,662.3394,1.8195199,-9.551555,0.07243382,1.0,107.904945,0.8810084,-4.6213813,0.010675502,1.0,0.18110368,-43.38623,-99.42323,1.2485024,664.0343,1.9269563,-9.672116,0.09654621,1.0,109.23523,0.76266503,-4.6332016,0.015403655,1.0,0.13484417,-41.860718,-99.290085,2.6686187,0.003699995279312134,3940.05463886261,885000
6.801157,-5.027659,183.94795,681.2908,2.141686,-9.539552,0.07003339,1.0,108.479706,0.8372505,-4.6196623,0.009987845,1.0,0.21343009,-42.864204,-99.33774,1.3874787,663.67413,1.7694087,-9.660785,0.09427991,1.0,105.044586,0.7579049,-4.631788,0.014838028,1.0,0.29442048,-44.542625,-99.44547,3.8365567,0.003701862812042236,3958.563955783844,890000
5.715807,-11.015988,172.20813,668.74536,2.11409,-9.499579,0.062038817,1.0,110.91536,0.84089476,-4.62044,0.010299007,1.0,0.033980098,-43.338425,-99.524445,1.9218692,668.5022,1.7507921,-9.713141,0.10475125,1.0,107.06157,0.84933686,-4.6345167,0.015929738,1.0,0.01877854,-47.15605,-99.27658,3.1405983,0.003698958921432495,3977.0587577819824,895000
5.6669736,-5.3683047,160.89041,670.9645,1.9382133,-9.540655,0.07025397,1.0,111.69596,0.84021723,-4.6189356,0.0096970545,1.0,0.11076008,-41.956406,-99.39325,1.1785882,692.8154,2.0756962,-9.55872,0.07386696,1.0,101.20311,0.8961613,-4.636314,0.016648542,1.0,0.19939363,-43.997375,-99.48945,3.2131913,0.0037016033172607423,3995.5667786598206,900000
16.469635,-17.624298,226.82758,668.974,1.7592003,-9.538387,0.06980043,1.0,117.04678,0.9024981,-4.6202126,0.01020808,1.0,0.082661524,-44.866806,-99.34213,1.3589118,659.90137,1.8938727,-9.670841,0.09629136,1.0,111.9143,0.9146773,-4.6354427,0.016299978,1.0,0.11644545,-43.89079,-99.527695,3.0952313,0.018370274305343628,4087.418154478073,905000
5.689874,-6.9029922,149.14471,671.63525,1.9178643,-9.502754,0.06267398,1.0,103.505005,0.8106531,-4.625676,0.012393385,1.0,0.37720886,-44.777557,-99.57317,1.242552,687.515,2.197413,-9.652523,0.0926277,1.0,102.47978,0.75864184,-4.638387,0.017477939,1.0,0.43753636,-43.06422,-99.41877,3.886486,0.0036873327255249025,4105.854820966721,910000
7.4913177,-12.664145,181.65413,693.0095,1.9910635,-9.553797,0.07288239,1.0,106.301186,0.8243342,-4.620983,0.01051622,1.0,0.079158396,-45.834995,-99.52402,1.3798866,670.245,1.8790367,-9.689913,0.10010536,1.0,105.9498,0.82197374,-4.632377,0.015073846,1.0,0.47927928,-44.95073,-99.568665,3.4775767,0.003690750169754028,4124.308579444885,915000
14.663644,-13.527105,202.74716,671.3941,2.0143516,-9.514763,0.06507573,1.0,104.72304,0.80514306,-4.6218424,0.010859947,1.0,4.945615,-45.48051,-99.51395,1.3900592,672.78595,1.8507462,-9.584402,0.079003446,1.0,100.809845,0.90876734,-4.6277404,0.013219126,1.0,0.15581837,-45.368797,-99.636375,3.7947774,0.003699735975265503,4142.807262420654,920000
6.5359564,-8.782035,180.91795,676.621,2.443088,-9.491451,0.06041323,1.0,112.167145,0.866792,-4.618653,0.009583994,1.0,0.6225984,-45.061478,-99.1675,2.4098544,658.9994,1.9444788,-9.709017,0.10392614,1.0,114.13976,0.9578991,-4.637355,0.017064739,1.0,0.18224895,-44.28283,-99.289825,5.04856,0.0037000516414642335,4161.307523727417,925000
7.4837265,-7.7944336,155.37039,652.96716,1.7743461,-9.556979,0.073518805,1.0,100.94171,0.81950724,-4.6240363,0.011737411,1.0,0.10894358,-44.18184,-99.47661,1.7395799,674.822,2.0937414,-9.69722,0.101566866,1.0,95.29888,0.8309752,-4.63356,0.015547064,1.0,0.08144377,-45.410866,-99.21319,2.6810334,0.003694759511947632,4179.781324863434,930000
3.1916704,-3.7448566,145.3372,669.59314,1.9428178,-9.473832,0.056889486,1.0,108.73122,0.8272219,-4.6205397,0.010338879,1.0,1.4596598,-45.185238,-99.45285,1.452137,664.6295,2.0083375,-9.731107,0.108344436,1.0,107.96178,0.7862037,-4.631438,0.014698133,1.0,0.23607258,-44.586884,-99.541016,4.7865252,0.0036951918125152586,4198.257289648056,935000
13.477436,-12.713643,223.0232,657.3267,1.9435854,-9.504056,0.06293412,1.0,105.13086,0.82219815,-4.6186247,0.009572636,1.0,0.052345283,-43.050583,-99.295975,1.4025161,662.537,1.7434585,-9.640236,0.09017029,1.0,90.726074,0.78831714,-4.636293,0.016640203,1.0,0.086452335,-42.613922,-99.33423,3.1203685,0.003697344160079956,4216.744013786316,940000
7.88827,-6.4852633,131.30617,645.2947,1.7441717,-9.49645,0.061412968,1.0,109.81192,0.83477646,-4.6251383,0.012178167,1.0,0.22136599,-45.247326,-99.42078,1.18681,657.0233,1.7858133,-9.677043,0.09753152,1.0,105.46746,0.7082849,-4.6348143,0.016048664,1.0,0.17109433,-42.851124,-99.42461,3.1208725,0.0036932913303375243,4235.2104914188385,945000
6.181567,-3.956423,148.9849,655.9407,1.9642938,-9.561828,0.07448848,1.0,106.24649,0.8044356,-4.6246643,0.011988708,1.0,0.03077483,-44.175335,-99.382416,2.1362085,685.07025,2.2701473,-9.676371,0.09739696,1.0,111.8145,0.98495746,-4.630057,0.014145662,1.0,-0.0033606142,-42.625114,-99.412415,5.3037767,0.00369908971786499,4253.705942869186,950000
4.106146,-3.954116,138.21487,670.7749,2.2952185,-9.469084,0.055939715,1.0,98.825516,0.79992765,-4.6190443,0.009740609,1.0,0.1394135,-45.906242,-99.4038,1.1779647,664.3609,1.9927022,-9.648064,0.09173571,1.0,102.533646,0.80346036,-4.629191,0.013799305,1.0,0.32859293,-43.79899,-99.28748,3.985678,0.0036961421489715577,4272.186656236649,955000
7.243882,-8.032335,170.21164,665.90186,1.9784026,-9.506826,0.06348833,1.0,107.15355,0.76216006,-4.619989,0.010118584,1.0,0.100954466,-43.29105,-99.388054,1.8146163,674.21643,1.985435,-9.633023,0.08872775,1.0,112.24799,0.93773293,-4.6357164,0.016409434,1.0,0.51652735,-44.650223,-99.33751,4.206825,0.00369463791847229,4290.659850120544,960000
5.3489027,-5.4623075,142.2745,659.04675,1.6800851,-9.528138,0.06775049,1.0,107.50984,0.8519592,-4.619235,0.009817007,1.0,0.12890744,-45.12918,-99.37102,1.1751359,661.9348,1.9948208,-9.761835,0.11449003,1.0,108.87448,0.77422154,-4.633745,0.01562113,1.0,0.23333447,-44.08084,-99.27783,4.374239,0.0036942630290985106,4309.131168842316,965000
15.970318,-17.442327,207.26003,670.1664,2.038898,-9.4995,0.062022936,1.0,111.49002,0.8119977,-4.6223316,0.0110555375,1.0,0.11397552,-44.942207,-99.265045,1.199527,672.49194,1.9562747,-9.635951,0.08931308,1.0,104.10716,0.83565176,-4.632062,0.014947727,1.0,0.25195277,-44.280003,-99.169395,3.5067215,0.003701705503463745,4327.63970208168,970000
6.794331,-7.538069,147.64098,660.3837,1.8299793,-9.507219,0.063566685,1.0,106.63931,0.81204414,-4.6198874,0.010077919,1.0,0.10376926,-44.731483,-99.25221,1.236151,667.3736,1.9766326,-9.604008,0.08292448,1.0,108.12396,0.82309073,-4.637706,0.017205337,1.0,0.08061424,-44.42004,-99.15701,2.6535287,0.003700706434249878,4346.1432383060455,975000
4.9235225,-4.508847,112.50892,667.8695,1.9593806,-9.484434,0.059009623,1.0,107.853615,0.79543257,-4.6215467,0.010741773,1.0,0.077967405,-42.33051,-99.34169,1.0686367,680.5021,2.1635725,-9.665195,0.095161974,1.0,113.479706,0.9585286,-4.636102,0.016563833,1.0,0.114041016,-44.76319,-99.46544,5.461874,0.003706212568283081,4364.674304008484,980000
10.799176,-14.118408,201.47733,678.1167,2.0218925,-9.55239,0.07260109,1.0,97.93817,0.7986169,-4.6215997,0.0107628,1.0,0.15945554,-43.634514,-99.479324,1.1643744,690.5736,2.1822429,-9.648008,0.09172465,1.0,104.045586,0.90984035,-4.6275992,0.013162692,1.0,0.11224266,-42.111443,-99.311066,3.67644,0.0036985602378845216,4383.167107820511,985000
4.9207153,-5.555498,158.6225,644.6084,1.7908343,-9.546877,0.07149826,1.0,109.43094,0.8816991,-4.618793,0.0096402755,1.0,0.059744142,-44.276497,-99.26401,1.8018206,678.2619,2.0097702,-9.65992,0.094106935,1.0,103.12606,0.8406814,-4.6352644,0.016228614,1.0,0.3593284,-43.22512,-99.19975,4.8163986,0.0036958207607269288,4401.646215677261,990000
8.332296,-8.37528,165.02493,658.651,1.9692844,-9.541103,0.070343696,1.0,98.49875,0.854988,-4.618154,0.009384588,1.0,0.09459515,-45.932945,-99.36876,1.0633742,665.26074,1.95469,-9.682402,0.09860332,1.0,103.59184,0.8114157,-4.6338463,0.015661389,1.0,0.0709444,-43.521347,-99.33391,3.6495318,0.0036991036415100096,4420.141736745834,995000
4.293006,-4.2875886,148.36249,675.9475,2.0007231,-9.57242,0.07660692,1.0,111.319885,0.84593177,-4.623669,0.011590669,1.0,0.25297445,-44.69529,-99.29944,1.8029631,680.1216,1.9700451,-9.6186905,0.08586102,1.0,115.083755,0.920846,-4.634147,0.015781837,1.0,0.9671335,-45.720352,-99.40227,4.0420322,0.0037024118423461916,4438.653799533844,1000000
